review_id,sentence_idx,sentence,product_name,rating,pred_label_review,pred_label,pred_label_string,is_negative,is_positive,prob_negative,prob_weak_negative,prob_weak_positive,prob_positive
864032593,8,많이 사용한 날은 저녁에 충전 한번 더 해주면서 사용 가능해요,iphone_17,1,0,2,weak_positive,False,True,0.013427935,0.37597653,0.5558267,0.05476878
864032593,9,새거니까 당연한거라고 생각됩니다,iphone_17,1,0,1,weak_negative,True,False,0.1400112,0.6725606,0.17319223,0.014236065
864032593,10,"4. 카메라
카메라 빵점 드려요.",iphone_17,1,0,0,negative,True,False,0.84131193,0.13284265,0.019960174,0.005885263
864032593,11,"11도 무난히 쓰고 있었는데 카메라 기능 때문에 바꾼건데
일반 버전이라도 화질이 놀랍도록 더 좋아진건 전혀 못 느껴요",iphone_17,1,0,1,weak_negative,True,False,0.021200204,0.65590054,0.30388913,0.01901011
864032593,12,처음에 뽑기를 잘 못했나 고장인가 반품할까 몇주를 고민했어요,iphone_17,1,0,1,weak_negative,True,False,0.05012688,0.8019339,0.13633928,0.01159993
864032593,13,"몇년이 지났는데 아직도 빛전짐
이거 하나 못 잡았는지 정말 놀랍습니다",iphone_17,1,0,0,negative,True,False,0.5782504,0.39705017,0.018254675,0.006444783
864032593,14,"오히려 화질이
좋아져서 그런가 야간에 쓰는 사진은 아에 쓰지도 못하게
사진에 반점 같은게 아주 선명하게 잘 보이고 다 남아요",iphone_17,1,0,2,weak_positive,False,True,0.011532318,0.37370914,0.44646096,0.16829756
864032593,15,"그럼에도 반품 안하고 그냥 쓰는 이유는 반품 교환하는 시간도
아깝고 카메라 고질병은 어떤걸 받아도 똑같을것 같아서이지",iphone_17,1,0,0,negative,True,False,0.5807763,0.38830218,0.025977582,0.00494394
864032593,16,"제품이 마음에 드는건 아니에요, 100 넘게 주고 사는데
불량 검수도 소비자가 해야된다는것도 신물나고 이 다음에
휴대폰 구매는 정말 삼성 브랜드로 가야겠단 생각이 굳어져요",iphone_17,1,0,1,weak_negative,True,False,0.06710023,0.83697426,0.08351185,0.0124136945
864032593,17,"아이패드, 애플워치 다른 장비들도 애플이라 휴대폰도 또
애플로 왔는데 다음에 다시 구매하고 싶어지는 뭔가
진짜 대단한 트리거가 없으면 애플은 마지막이 될 것 같습니다",iphone_17,1,0,3,positive,False,True,0.013126524,0.3700821,0.2264253,0.3903661
769978945,0,제품은 애플 제품이라 문제는 없겠지,iphone_17,1,0,2,weak_positive,False,True,0.02575442,0.43428996,0.502803,0.037152603
769978945,1,"진짜 문제는 쿠팡 배송
130만원 짜리 제품
배송 상태좀 보세요",iphone_17,1,0,0,negative,True,False,0.8576282,0.1131218,0.022247652,0.0070022875
769978945,2,"광고만 할게 아니라
제대로 해야지",iphone_17,1,0,0,negative,True,False,0.61552566,0.33746284,0.04084331,0.0061682407
787402789,0,"10월19일주문 10월29일도착 배송예정11/12인데 10월29일도착
2번째 주문인데 이번 포장 테이프까지 해서옴",iphone_17,1,2,2,weak_positive,False,True,0.010083204,0.36911905,0.5273714,0.09342638
787402789,1,근데 모서리쪽 상처는 또있음,iphone_17,1,2,1,weak_negative,True,False,0.17001978,0.59340554,0.20582762,0.03074702
787402789,2,근데 포장이 맘에 들어서 넘어감,iphone_17,1,2,2,weak_positive,False,True,0.007950267,0.35109794,0.47111025,0.16984153
770776129,0,깨지기 쉬운제품을 뾱뾱이도 안해주고 박스에 덜렁 저렇게만 옴..,iphone_17,1,0,0,negative,True,False,0.6983034,0.27597877,0.020595215,0.0051226206
770776129,1,어떤분들은 뾱뾱이 포장 잘되서 왔는데 제껀 왜 이리 온건지..;,iphone_17,1,0,1,weak_negative,True,False,0.15588287,0.7221725,0.10901796,0.012926674
770776129,2,품절이라 교환도 안되고 반품만 된다고 하네요..,iphone_17,1,0,0,negative,True,False,0.5200801,0.45259827,0.021563038,0.005758609
770776129,3,10월15일날에 오는건데 갑자기 오늘온다는게 이유가 있었네요..;,iphone_17,1,0,1,weak_negative,True,False,0.09817728,0.77092636,0.12151487,0.0093814675
770776129,4,누가 반품한거 가져와서 파손주의 스티커만 달랑 붙혀서 배송시,iphone_17,1,0,0,negative,True,False,0.95754045,0.024642669,0.011486628,0.0063302056
874707119,0,같은 집에서 동생이랑 같이 시켰는데 동생은 풍선에 취급주의라고 써져 왔고 제꺼는 뽁뽁이도 없고 박스도 찌그러지고 대충 포장돼서 왔네요,iphone_17,1,0,1,weak_negative,True,False,0.16792637,0.76898646,0.055402704,0.0076844324
874707119,1,"1,2번째는 동생꺼 3,4번째는 제꺼에요",iphone_17,1,0,1,weak_negative,True,False,0.034256406,0.50626546,0.4360751,0.023403006
874707119,2,첫 주문이고 공홈보다 싸서 주문한건데 다음부터는 전자기기 쿠팡에서 주문할 일 없습니다,iphone_17,1,0,1,weak_negative,True,False,0.032235287,0.6234968,0.31058487,0.033683036
848774520,0,"랄 낫다 배송이야 바쁘고 물건 많아 그렇다 치는데
와우?",iphone_17,1,0,1,weak_negative,True,False,0.023843728,0.82753265,0.13081805,0.0178055
848774520,1,핸드폰을 아무런 완충없이 달랑보내?,iphone_17,1,0,0,negative,True,False,0.9514201,0.02957134,0.0127019705,0.0063065407
848774520,2,"반품해주니까 저 야랄인가 ㅋㅋㅋㅋ 
왠만하면 쓰겠는데 어떻게 하면 저렇게 박스가 으그러질까!?",iphone_17,1,0,0,negative,True,False,0.920213,0.059687994,0.014656471,0.005442594
833358215,0,단지 그것뿐 불량없이 잘왔습니다.,iphone_17,1,2,2,weak_positive,False,True,0.015535846,0.07039361,0.538277,0.37579364
833358215,1,"배터리도 빠방하고 디자인도 사진으로 본것보다 예쁘고
가격도 정가보단 싸게 싸서 좋았습니다.",iphone_17,1,2,3,positive,False,True,0.006322594,0.007540141,0.13203177,0.8541055
833358215,2,근데 배송이 이 모든 장점을 다 망쳤네요,iphone_17,1,2,0,negative,True,False,0.5717807,0.40166324,0.019888008,0.0066680545
833358215,3,뽁뽁이(완충제)도 안싸여서 오고 무슨 장난감 산거마냥 던져주는거 같아 기분 나쁩니다,iphone_17,1,2,0,negative,True,False,0.9572446,0.02673289,0.010524824,0.0054977424
833358215,4,몇만원 더 싸게 자급제 사시려는 분들은 참고 하십쇼,iphone_17,1,2,2,weak_positive,False,True,0.021749888,0.44368055,0.48042953,0.05414007
787010478,0,"쓰레기폰 패닉풀 현상 나타나서 교환 요청
쿠팡측 기사가 와서 새폰 배송하고 또 와서 회수",iphone_17,1,0,0,negative,True,False,0.94923806,0.034865834,0.0104568,0.005439322
787010478,1,난 새폰을 받은 적도 회수품을 내놓은 적도 없는데 교환 완료 떠있음,iphone_17,1,0,0,negative,True,False,0.91142505,0.056183916,0.024303067,0.008087961
787010478,2,"황당
10분 전에 가져갔다고 떠서 다시 가져와달라고 문의 넣으니 기사 연락처는 모르기때문에 불가능하다고 기다리라함",iphone_17,1,0,0,negative,True,False,0.93894863,0.044371773,0.012094603,0.0045850114
817500901,0,"폰만 보면 별점 5점인데
포장상태를 보면 별점 1점도 아까워요",iphone_17,1,0,1,weak_negative,True,False,0.35059136,0.5927671,0.0509948,0.0056466516
817500901,1,"하마텨면 분실 될뻔 했을정도로
박스가 파손되어 왔고
안에 폰 포장도 너무 성의 없게 되어 있네요",iphone_17,1,0,0,negative,True,False,0.84881926,0.13545403,0.010722787,0.00500395
817500901,2,"130만원이나 주고 산 폰을 이렇게 받으니
어이가 없네요",iphone_17,1,0,0,negative,True,False,0.94876605,0.034117837,0.011279054,0.005837142
770391402,0,알리에서 사도 이렇게 배송은 안 와요,iphone_17,1,0,0,negative,True,False,0.45326594,0.4392041,0.09466933,0.012860645
770391402,1,"뭔 뽁뽁이 하나 없이 개 허접하고 얇은 조그만 박스에
넣어서 보내는거지ㅋㅋㅋ",iphone_17,1,0,0,negative,True,False,0.9182198,0.06332942,0.013442846,0.0050079357
770391402,2,"백만원 넘는 전자기기를 이렇게 배송하는 곳은
처음 봄.",iphone_17,1,0,1,weak_negative,True,False,0.35530707,0.51737285,0.11461164,0.01270845
770391402,3,"아이폰12프로 살 때나 아이패드 살 때도
이 정돈 아니었던 것 같은데
심각하네요",iphone_17,1,0,0,negative,True,False,0.49362358,0.41062105,0.083234146,0.0125212185
812780766,0,인터넷도 눈에띄게 딜레이가 자주 생기고 카카오톡 글자 쓰는칸이 간헐적으로 사라져서 안보일때도 있고..,iphone_17,1,0,1,weak_negative,True,False,0.20128518,0.7251194,0.06326843,0.01032699
812780766,1,"개선이 필요함
그리고, 최악은 어슈어런트코리아 쓰던폰 보상판매는 절대하면안됨, 휴댜",iphone_17,1,0,0,negative,True,False,0.9199619,0.061537635,0.013365144,0.00513524
812780766,2,폰 가격 책정도 엉망이고 취소 시 반품해줄때 포장도 허술하개 해줘서 폰에 생활기스 추가되어 반품옴,iphone_17,1,0,0,negative,True,False,0.95274013,0.030981664,0.010326665,0.0059515857
787095686,0,돌덩이 보내는 것도 아니고 130만원 짜리를 포장도 하나도 안 하고 덜렁 박스에 보내는 게 맞는건가요? ㅎㅎㅎㅎ,iphone_17,1,0,0,negative,True,False,0.95370734,0.030746618,0.010139287,0.0054067806
787095686,1,다신 쿠팡으로 안 시킵니다.,iphone_17,1,0,0,negative,True,False,0.7363975,0.17974445,0.07367927,0.010178819
787095686,2,초기불량 테스트 한다고 해도 내부까진 모르는건데..,iphone_17,1,0,0,negative,True,False,0.8733287,0.09520963,0.025581878,0.0058798026
856191094,0,배송 최악 최악 최악 입니다.,iphone_17,1,0,0,negative,True,False,0.8462078,0.13211101,0.01414155,0.007539631
856191094,1,150만원되는 전자기계를 뽁뽁이도 제대로 안된 상태로 배송하는게 소비자 기만 아닙니까?,iphone_17,1,0,0,negative,True,False,0.95261157,0.030655678,0.011405111,0.00532759
856191094,2,"파손되어있으면 교환해줄게, 환불해줄게, 그게 무슨 뚱딴지 같은 논리입니까?",iphone_17,1,0,0,negative,True,False,0.95547295,0.027791006,0.010944203,0.0057917763
856191094,3,고객의 시간과 돈이 우스워보일까요?,iphone_17,1,0,0,negative,True,False,0.8939406,0.083854005,0.016476456,0.005728917
856191094,4,진짜 유통 1등 대기업이면 뭐합니까?,iphone_17,1,0,0,negative,True,False,0.71296775,0.10528213,0.1352064,0.04654366
856191094,5,"고객 서비스가 이모양인데.
작년부터 계속 언급되던 포장 문제는 개선할 생각이 없나보네요?",iphone_17,1,0,0,negative,True,False,0.9418056,0.041612454,0.011319405,0.0052626003
856191094,6,"소비자불편이 이렇게 높으면, 저 같으면 돈을 더 써서라도 인원을 투입하고 제대로 포장하고 바꾸겠습니다.",iphone_17,1,0,0,negative,True,False,0.57125664,0.3621671,0.057202287,0.009373969
856191094,7,개인 사업자분들도 포장할때 이렇게는 안합니다.,iphone_17,1,0,0,negative,True,False,0.86405593,0.08970322,0.037893064,0.008347765
856191094,8,소비자 기만 언제까지 계속 하실건가요?,iphone_17,1,0,0,negative,True,False,0.9511936,0.027437363,0.014146295,0.007222738
817383625,0,쿠팡캐시 쿠팡캐시 11월26일구매했는데 쿠팡캐시 적립안되서 고센에전화하니까 자기들책임아니라고 전화만 10통넘게했다,iphone_17,1,0,0,negative,True,False,0.9511411,0.032801762,0.010558745,0.0054983925
817383625,1,그럼 누구한테전화해야되냐???,iphone_17,1,0,0,negative,True,False,0.90745425,0.06215857,0.023940682,0.006446478
817383625,2,"준다고하질말던가~~~
12월16일 서로 모른다고 떠넘김~",iphone_17,1,0,0,negative,True,False,0.93816066,0.04524025,0.011386748,0.005212359
817383625,3,난 누구한테 말해야돠냐!!!!,iphone_17,1,0,0,negative,True,False,0.5191386,0.4361622,0.036907233,0.0077920463
817383625,4,"반품하고 다시 사면됨ㅎㅎ 그럼 
개이득~",iphone_17,1,0,2,weak_positive,False,True,0.021206418,0.26673403,0.49708518,0.21497436
786867311,0,"이따위로옴..진품or가품인지식별해야함,IMEI노출됬나",iphone_17,1,0,0,negative,True,False,0.9539167,0.029238544,0.011368579,0.005476131
873278721,0,며칠 사이로 금액이 내려가다니 너무하네요,iphone_17,1,0,0,negative,True,False,0.55775696,0.40060717,0.035833396,0.0058024423
873278721,1,반품하고 다시 구매하고 싶어요,iphone_17,1,0,0,negative,True,False,0.6334055,0.10864338,0.20381655,0.05413459
816606464,0,배송꼬라지 진찌 개열받네요 ㅋㅋ,iphone_17,1,1,0,negative,True,False,0.9418893,0.040583022,0.011431929,0.0060957693
816606464,1,과자한봉지 시킨것보다 못하게 왔네 ㅋㅋㅋ,iphone_17,1,1,0,negative,True,False,0.6042664,0.37518057,0.015203357,0.005349584
869481186,0,충전단자쪽에 기스가 있음 귀찮아서 걍 씀,iphone_17,1,1,1,weak_negative,True,False,0.03496275,0.7025022,0.24941924,0.01311587
791902107,0,캐시백 금액이 작아서 놀랬 ..,iphone_17,1,2,1,weak_negative,True,False,0.02426589,0.65430975,0.30128187,0.020142522
770463215,0,다른사람은 뾱뾱이 한장이라도 감싸서왔지,iphone_17,1,0,0,negative,True,False,0.5764914,0.30208993,0.1080298,0.013388813
791333778,0,셀룰러 이슈 및 블루투스 연결이 자주 끊김,iphone_17,1,1,1,weak_negative,True,False,0.26460063,0.63895696,0.08363057,0.012811815
805702283,0,카메라 줌 하니깐 이물질 보임 잘 확인하시길,iphone_17,1,0,0,negative,True,False,0.59281784,0.3766371,0.024433838,0.006111292
791337099,0,배송 최악이긴하다 핸드폰 쿠팡은 핸드폰 담긴 케이스 더럽고 스크래치나있습미다,iphone_17,1,0,0,negative,True,False,0.9508333,0.032010652,0.011300606,0.0058554756
796350117,0,"배송이 레전드네 박스에 휴대폰하나만 덜렁 ㅋㅋㅋㅋㅋ 박스 모서리 다 구겨져있고
완충제하나를 안 처넣는 상식이 신기함",iphone_17,1,1,1,weak_negative,True,False,0.224341,0.49596378,0.2660443,0.013650879
807252588,0,뽁뽁이도없이그냥상품을박스안에넣고보냇다니,iphone_17,1,0,0,negative,True,False,0.6785953,0.107644655,0.20369135,0.010068655
807252588,1,어이가없내요  너무실망스럽네요,iphone_17,1,0,0,negative,True,False,0.9470316,0.030666491,0.014812147,0.007489693
807252588,2,한두푼하는상품도아닌데 막그냥성의없이포장해서 ㅠㅠㅠㅠ,iphone_17,1,0,0,negative,True,False,0.89879745,0.07421528,0.02127473,0.0057125697
776331124,0,뽁뽁이 하나 없이 박스는 찌그러져 배송 왔는데 심각하네요.. ㅎ,iphone_17,1,1,1,weak_negative,True,False,0.45841074,0.4778961,0.055838607,0.007854537
791219584,0,뭔 140짜리 폰이 lte 레이턴시가 이모냥.. 이슈있으니 확인하고 구매하세요.,iphone_17,1,0,0,negative,True,False,0.71574116,0.19379765,0.07893915,0.0115220435
848452340,0,배송완료라고 떠서 설레는 마음으로 열었더니 상품을 넣어주지도 않고 배송 보내셨네요 .,iphone_17,1,0,0,negative,True,False,0.92945015,0.047228497,0.017166685,0.006154626
848452340,1,고가 제품일수록 확인 제대로 하고 넣어주셨으면 좋았을텐데요 ㅠ,iphone_17,1,0,1,weak_negative,True,False,0.029256383,0.67298687,0.27885628,0.018900556
848452340,2,연휴라 환불도 오래걸리고 담당자 확인도 오래걸린다고 하시고 아쉽네요 .,iphone_17,1,0,1,weak_negative,True,False,0.13635597,0.74911004,0.10220483,0.012329174
848452340,3,끝까지 환불 처리 제대로 해주시고 다음엔 제대로 확인 좀 해주세요,iphone_17,1,0,0,negative,True,False,0.6994741,0.20154852,0.08739702,0.011580364
858355513,0,뽁뽁이값 아껴야 성공하나보다 당일 아침에 주문했더니 그날 오후에 와있더라고요,iphone_17,1,0,2,weak_positive,False,True,0.014717255,0.4002085,0.53226197,0.05281227
858355513,1,리뷰중 부실 포장 이슈가 있어 걱정하긴 했는데 내가 걸릴줄이야!,iphone_17,1,0,1,weak_negative,True,False,0.07791533,0.7493867,0.15666395,0.01603393
858355513,2,이야 얼마나 빨리 주고 싶으셨으면 한두푼짜리 물건도 아닌것을 박스 테이프에 파손 주의 테이프만 붙이면 뽁뽁이 없어도 장땡인가봐요!,iphone_17,1,0,0,negative,True,False,0.62611246,0.331391,0.035061788,0.007434722
858355513,3,쿠팡에서 예전에도 자급제 주문해서 썼다가 만족해서 이번에도 산건데 갈수록 퇴화 하시네요~,iphone_17,1,0,1,weak_negative,True,False,0.023928588,0.72892797,0.21589637,0.03124709
858355513,4,비용 절감 실천에 앞장서는 선도 기업이세요,iphone_17,1,0,2,weak_positive,False,True,0.02418795,0.40212044,0.46525323,0.108438365
857200376,0,고가의 휴대폰 포장이 이게 뭡니까?,iphone_17,1,0,0,negative,True,False,0.90019166,0.07709867,0.01637759,0.0063320776
857200376,1,같이 주문한 오빠의 블랙 휴대폰은 보호비닐로 감싸져라도 왔던데 ~ 박스에 취급주의 스티커도 붙여놓았던데 이폰은 작은박스 달랑 취급주의도 없고 부실하기 짝이 없네~~,iphone_17,1,0,0,negative,True,False,0.7691559,0.21202633,0.013318194,0.0054995655
857200376,2,"쓰레기 보냈나 ~~ 
반품할까 생각중 ~~ 
사용할 맛이 안나네 ~~  
판매하는데만 급급하지말자 ~~
돈독만 올라가지고 !",iphone_17,1,0,0,negative,True,False,0.9367971,0.045869704,0.011346301,0.005986957
852915416,0,26년 2월 25일에 구매했고 26일날 받았습니다,iphone_17,1,1,2,weak_positive,False,True,0.011543787,0.04626037,0.49588966,0.44630617
852915416,1,근데 음성사서함에 25년꺼가 있는게 전에 누가 사용했던건가요..?,iphone_17,1,1,0,negative,True,False,0.7588512,0.16174668,0.069314405,0.0100877425
852915416,2,찝찝함은 있는데 개통해서 그냥 씁니다,iphone_17,1,1,1,weak_negative,True,False,0.031597603,0.69632995,0.22971019,0.042362273
852915416,3,다른 분들은 잘 알아보고 사세요ㅠㅠㅠㅠ,iphone_17,1,1,1,weak_negative,True,False,0.047980182,0.5694177,0.36681297,0.015789183
832485017,0,뽁뽁이 하나없이 집앞에 던져놓고 갑니다 .,iphone_17,1,0,0,negative,True,False,0.95262194,0.029869862,0.01169993,0.005808219
868448851,0,"배송빠름
하지만 박스를 얼마나 던져된건지 감도 안옴",iphone_17,1,1,1,weak_negative,True,False,0.12584817,0.7839428,0.08344562,0.0067634117
868448851,1,"나름 고가라고 생각해서 꺼내봤더니
약간 두꺼운 완충제하나로만 포장되어있음
그럴일은 없겠지만 제품 이상있을시
바로 환불하고 재구매는 절대 없음",iphone_17,1,1,0,negative,True,False,0.521279,0.381499,0.09097188,0.0062501254
854931987,0,박스에 덩그러니 15만원도 아니고 150만원짜리 에어캡 하나 해주는게 그리 아까운지???????,iphone_17,1,0,0,negative,True,False,0.74591273,0.20732951,0.039357897,0.0073998496
847856843,0,볼륨 높이기/낮추기 버튼이 사용하자마자 고장났습니다,iphone_17,1,0,0,negative,True,False,0.52525306,0.4213122,0.047794037,0.0056406674
857290265,0,샤구랄 이렇게 오는 게 말이 되냐•••!,iphone_17,1,0,0,negative,True,False,0.80478096,0.17573193,0.013959439,0.0055277413
857290265,1,덜렁 이거 하나만 들어가있음,iphone_17,1,0,1,weak_negative,True,False,0.15524766,0.69270146,0.13709381,0.01495706
858190937,0,박스랑 뽁뽁이 값이 160만원이네요,iphone_17,1,1,1,weak_negative,True,False,0.030002512,0.7119689,0.2393087,0.018719953
858190937,1,박스안에 뽁뽁이만 넣고 배송도 하고 뽁뽁이가 금값보다 비싸네요,iphone_17,1,1,1,weak_negative,True,False,0.17286944,0.7065052,0.107589155,0.013036292
862838782,0,100만원 넘는 전자기기가 뽁뽁이도 없이 덜렁 상자에 담겨서 왔음.,iphone_17,1,0,1,weak_negative,True,False,0.03370042,0.8253491,0.12826069,0.012689816
862838782,1,상품 품질에 제대로 직결되는 내용이라서 꼭 남겨야겠다.,iphone_17,1,0,2,weak_positive,False,True,0.025204524,0.44192737,0.49208492,0.040783174
877334100,0,너무 예쁘고 다 좋은데 테두리에 찍힘,iphone_17,1,1,2,weak_positive,False,True,0.022610681,0.45247,0.49558818,0.02933114
877334100,1,카메라 안에 미세먼지도 들어가있고.....,iphone_17,1,1,0,negative,True,False,0.79864174,0.17960966,0.016802035,0.0049465783
877334100,2,교환하면서 더 하자있는거 올 까봐 무서우니 눈가리고 아웅해볼게요...,iphone_17,1,1,0,negative,True,False,0.6720054,0.2968346,0.025529824,0.0056301793
835878000,0,박스 집앞에 도착해서 드는순간 핸드폰 박스가 박스에 부딪히는 소리가 납니다,iphone_17,2,1,0,negative,True,False,0.57635915,0.38680893,0.031772427,0.005059447
835878000,1,포장 열자마자 저렇게 부실하게 포장이 되어있네요,iphone_17,2,1,1,weak_negative,True,False,0.17099267,0.73771906,0.0800282,0.011260017
835878000,2,겉에 바람들어간 비닐이라도 포장시 겉돌지않게 테이핑이라고 해주셨다면 좋았을걸 ….,iphone_17,2,1,1,weak_negative,True,False,0.058413126,0.62289953,0.3045866,0.014100805
835878000,3,그래도 120만원이 넘는 제품인ㄷ 너무 대충오네요,iphone_17,2,1,1,weak_negative,True,False,0.078534536,0.8185218,0.09288804,0.010055597
835878000,4,택배박스 뜯자마자 너무 불쾌했어요,iphone_17,2,1,0,negative,True,False,0.9429729,0.036092326,0.014816147,0.0061186682
800168698,0,"이번 아이폰 일반형이 스펙상으로는 가성비 좋다해서 구입했는데 
코스메틱 이슈로 3번 교환 마지막 받은것도 약간 하자가 있었지만 계속 시간 낭비 해서 그냥 쓰기로 했습니다 ....",iphone_17,2,1,1,weak_negative,True,False,0.015403604,0.6951099,0.27065796,0.018828498
800168698,1,외관 하자가 유독 많은 모델인건지 ㅜㅜ 그리고 쿠팡 배송은 포장이 너무 램덤이네여서 참 ...,iphone_17,2,1,1,weak_negative,True,False,0.14063972,0.8070471,0.04544591,0.006867226
800168698,2,고객센터 문의도 해봤지만 의미 없었습니다 ㅜㅜ,iphone_17,2,1,0,negative,True,False,0.5705141,0.36459067,0.05679138,0.008103828
805502872,0,아이폰 박스 안쪽에 시커먼 지문이.. 20년째 여러 아이폰 사용중이지만 이런 경우는 처음이네요,iphone_17,2,0,0,negative,True,False,0.87883246,0.09823213,0.017108709,0.005826681
771174523,0,13프로 살 때도 한쪽이 찌그러졌는데 이번에도 똑같네요,iphone_17,2,1,1,weak_negative,True,False,0.31490955,0.65843695,0.021355148,0.0052983705
771174523,1,"쿠팡 ㅡㅡ;; 
뽁뽁이로 보호는 제대로 해야죠",iphone_17,2,1,1,weak_negative,True,False,0.22632343,0.70418656,0.061177313,0.008312673
797173471,0,뽁뽁이 하나도 없이 상자에 아이폰만 딸랑 들어서 던져진채로 문앞에 배송와있네요 ㅡㅡ,iphone_17,2,0,0,negative,True,False,0.6300905,0.35347766,0.010451121,0.005980765
797173471,1,뽁뽁이라도넣어서 와야대는거 아닌가요?,iphone_17,2,0,0,negative,True,False,0.5721625,0.3208203,0.09738084,0.009636311
797173471,2,그리고 26일날 온다고 했는데 갑자기 오늘 와있네요;;;;,iphone_17,2,0,0,negative,True,False,0.5343062,0.43372765,0.025515355,0.006450736
871866886,0,유심이 안뽑혀 내일 as갑니다 ㅜㅜ,iphone_17,2,0,1,weak_negative,True,False,0.127818,0.73484015,0.12030697,0.01703487
855006915,0,충격방지제 같은거좀 넣어주세요,iphone_17,2,0,1,weak_negative,True,False,0.36194664,0.5052226,0.11917874,0.013651967
855006915,1,박스안에 폰만 덩그러니 왓네요,iphone_17,2,0,0,negative,True,False,0.5029217,0.41938287,0.065587185,0.012108287
