cluster,topic,sentence,review_id,rating
0,3,"근데 나는 게임을 하는 것도 아니고 인터넷 서칭

유투브 사진 날짜 노트 계산기ㅋㅋ 이",860479278,5
0,0,"화면 전환도 부드럽게 이어지고, 
인터넷이나 영상 재생도 끊김",857429093,5
0,2,"사진 정리나 영상 시청, 게임 같은 다양한 작업에서도 끊김",856894467,5
0,5,앱 실행이나 화면 전환도 끊김,856398914,5
0,-1,"각종어플 실행 등

그리고 구글 제미나이..",874477822,5
0,-1,"성능
앱 전환, 게임, 영상 편집까지 전반적으로 끊김",868501614,5
0,-1,"앱 실행, 멀티태스킹, 영상 시청이나 게임 실행 시에도 끊김",858352331,5
0,0,"앱 실행 속도 빠르고, 여러 개 동시에 켜도 버벅임",874815235,5
0,6,온디바이스 AI 덕분인지 작업 속도가 끊김,880179958,5
0,0,사용해보니 전반적인 속도가 매우 빠르고 끊김,877748137,5
0,4,해서 앱 전환이나 게임할 때 버벅임,879977549,5
0,4,앱 전환이나 멀티태스킹 할 때 버벅임,874499641,5
0,2,"거의 없고, 게임이나 영상 볼 때도 끊김",874499641,5
0,2,영상 편집이나 게임도 해봤는데 끊김,863679344,5
0,-1,"3. 성능: ""버벅임? 그게 뭐죠?""",870332868,5
0,-1,"파일 관리: 외부 저장장치·클라우드 연결, 파일 이동, 변경이",878708325,5
0,-1,온도 제어도 좋아져서 장시간 유튜브나 인스타 릴스를,775063775,5
0,3,저처럼 카톡하고 네이버 검색하고 유튜브쇼츠나 보는 사람에겐 비추.,768087540,4
0,0,3. 성능 + 램 여유 (16GB급) 앱 여러 개 띄워도 끊김,871981458,5
0,3,"지금은카톡, 웹서핑 ,인 스타 전부그냥 접은채 로합니다.",805873153,5
0,1,두세 개 앱을 동시에 띄워도 전혀 버벅임,792594123,5
0,5,"앱 전환이나 

멀티태스킹 시에도 끊김",780715429,5
0,1,화면을 나눠서 2~3개 앱을 동시에 띄우고 작업해도 버벅임,759366476,5
0,5,앱 전환이나 멀티태스킹할 때 끊김,789267437,5
0,-1,여러가지 앱사용이나  연동에  오류가 있었는대요,751711020,5
0,4,"그중 티머니갤럭시워치앱과    웨어러블앱이  오류가 떠서  워치가 연동이 

어려웠습니다",751711020,5
0,-1,(연동후  기존데이터 사용됩니다),751711020,5
0,-1,간혹 앱 충돌이나 데이터 오류로 인해 문제가 발생할 수 있습니다.,751711020,5
0,-1,"4. 기타 유의사항

장기 미사용 오류: '티머니 갤럭시워치' 앱은 잔액 및 고객정보 보호를 위해 일정 기간(한 달 등) 앱을 실행하지 않으면 '장기 미사용'으로 인식되어 한도 복원이 안 될 수 있습니다.",751711020,5
0,3,"저는 주로 화면 분할해서 왼쪽에 인터넷, 오른쪽에 메모 앱 켜놓고 쓰는데, 속도 끊김",751385826,5
0,5,앱 전환이나 화면을 나눠 써도 끊김,747359597,5
0,2,게임하면서 유튜브 보거나 동시에 여러 작업해도 끊김,795913521,5
0,3,"여행때 찍었던 영상같은거?
2. 지도 앱 굳..",813852095,5
0,-1,여행가서 길찾을 때 여행어플 쓰자나요??,813852095,5
0,-1,"앱 전환, 멀티태스킹, 게임까지 버벅임",748871003,5
0,2,하지만일부커뮤니티사용자리뷰에서는고사양게임 을오 래,817342048,5
0,1,가장 큰 단점으로는 여러앱들의 화면크기의 호환이 안좋다는 것입니다,748089432,5
0,3,"인터넷이나 웹툰등을 볼때 우리가 원하는 방식이 아니라 좌우에 맞춰서 늘려져 나와서 오히려 한칸에 볼수 있는게 작아지는것이 있고, 어느 앱(열었을때)은 좌우로 긴대 위아래를 맞추다보니 좌우가 짤려 못보는 경우도 있습니다",748089432,5
0,1,여러 앱을 동시에 실행해도 끊김,745309750,5
0,3,"근데 여성분이 쓰기엔별로일수도..
영상이나 게임 안하고 주로 카톡,웹툰,소설 보는데 펼쳐서 사용하는걸 자꾸 까먹어요",843675174,5
0,3,유튜브 틀어서 넓게보는순간 이건 사야된다,746081191,5
0,5,화면을 다 지우고 다른 앱으로 들어갈 때 전에 화면이 조금 남아 있음.,836204252,3
0,4,게임도 게임모드 했음에도 불과하고 밑 버튼쪽으로 살짝 누르면 화면을 바꾸는 버튼이 자꾸 뜨면서 핸들 버튼이 오작동 남.,836204252,3
0,0,속도도 확실히 빠르고 앱 전환이나 게임할 때 끊김,867670853,5
0,5,특히 초점 대상을 변경할 때 끊김,848888093,5
0,2,게임이나 동영상 편집 같은 작업에서도 전혀 끊김,832016072,5
0,5,"앱을 열고 닫을 때, 사진을 스크롤할 때, 모든 동작이 끊김",786201349,5
0,2,게임할 때 프레임 안 떨어지는 정도?,777163956,5
0,1,특히 여러 앱을 동시에 켜도 버벅임,826350288,5
0,6,최신 A19 Pro 칩 덕분에 버벅임,847842944,5
0,4,앱 전환이나 스크롤할 때 버벅임,834741429,5
0,-1,웹 검색 비행기모드 해보랍니다.,778329760,5
0,3,"인터넷 볼 때나 영상 볼 때, 사진 찍고 편집할 때, 여러 앱 왔다 갔다 하면서 써도 버벅임",867505205,5
0,3,웹서핑이나 SNS를 할 때도 끊김,866334792,5
0,0,앱 실행이나 화면 전환이 빠르고 끊김,862312643,5
0,3,평소에 영상 자주 보고 사진도 많이 찍는 편인데 버벅임,829665539,5
0,6,"2) 성능 안정성
A-시리즈 칩 성능 덕분에 앱 실행, 멀티태스킹, 게임 등에서 버벅임",832668727,5
0,3,"앱 전환이나 웹 서핑, SNS 스크롤까지 모든 동작이 끊김",831117801,5
0,1,여러 앱을 동시에 실행해도 끊김,843871118,5
0,4,"성능 — 속도와 안정성

테스트도 안 했는데 그냥 느낌으로
앱 실행, 멀티태스킹, 게임까지 다
버벅임",842587092,5
0,1,여러 앱을 동시에 사용해도 끊김,849438011,5
0,4,앱 전환이나 게임 실행할 때 버벅임,877366229,5
0,5,앱 실행이나 화면 전환이 끊김,868728527,5
0,-1,그렇게 하루 종일 일하면서 유튜브나.,782579264,5
0,6,최신 프로세서 탑재로 멀티태스킹이 끊김,875549877,5
0,6,"스냅드래곤 최신 칩셋 덕분에 앱 실행, 멀티태스킹, 게임 플레이 모두 끊김",754594951,5
0,3,"SNS, 유튜브, 카카오톡, 사진첩 등 자주 쓰는 앱들 끊김",744582360,5
0,0,감도가 너무 높아서 스치기만 해도 아무 어플이나 와다다 눌립니다.,835918091,5
0,6,성능: 엑시노스 2500 탑재로 버벅임,746049931,5
0,-1,성능도 일상 사용에서는 버벅임,844168781,5
0,2,게임도 안하고 영상도 잘 안봐서..,746356569,5
0,0,사진 전송할 때나 다운 받을 때 속도 엄청 느림,857525641,1
0,2,"대용량 파일을 다루거나 영상 촬영, 편집 등을 할 때도 크게 버벅임",858327466,4
0,-1,"게임, 영상 편집, 멀티태스킹 다 돌려도 끊김",879069956,4
0,0,앱 실행이나 화면 전환이 부드럽고 끊김,875095774,5
0,5,앱 전환이나 멀티태스킹도 끊김,870645721,5
0,4,앱 전환 속도나 멀티태스킹도 버벅임,864412318,5
0,-1,"앱 실행 속도, 멀티태스킹, 게임까지 전혀 끊김",863132468,5
0,6,"칩셋
Snapdragon 8 Elite (5세대)
RAM
12GB / 16GB
앱 실행 속도 빠르고 게임이나 영상 편집도 버벅임",860399616,5
0,0,앱 실행 속도가 빠르고 여러 앱을 동시에 사용할 때도 끊김,859213684,5
0,0,"사용해보니 속도는 말할 것도 없이 빠르고, 앱 전환이나 게임할 때도 버벅임",877021646,5
0,2,게임을 할 때도 프레임이 안정적으로 유지되어 끊김,856145092,5
0,0,앱 실행 속도가 빠르고 여러 앱을 동시에 사용해도 버벅임,855906798,5
0,5,앱 전환이나 화면 스크롤할 때 끊김,855488014,5
0,3,"평소에 유튜브, SNS, 사진 촬영, 간단한 게임까지 다양하게 사용하는데도 버벅임",855447024,5
0,-1,"여러 앱을 동시에 실행하거나 게임, 영상 편집 같은 무거운 작업을 해도 버벅임",855446128,5
0,4,해서 앱 전환이나 멀티태스킹 할 때 버벅임,878620383,5
0,3,사진이나 영상 많이 찍는 편이라 용량이 항상 부,855429242,5
0,1,무엇보다 여러 앱을 동시에 켜놓고 전환해도 버벅임,858183999,5
0,1,"3. 속도 & 배터리
앱 여러 개 띄워놓고 멀티태스킹 해도 버벅임",855394758,5
0,1,"갤럭시 S26 사전예약
여러 앱 동시에 써도 끊김",878337204,5
0,1,여러 앱을 동시에 사용해도 끊김,860025732,5
0,3,"속도: 
원래도 인터넷 유튜브만 하지만 ..
실험차 여러 앱을 동시에 돌려도 버벅임",858487717,5
0,2,게임이나 영상 편집도 거의 끊김,856692438,5
0,2,게임이나 영상 볼 때도 끊김,856434879,5
0,4,"앱 전환하거나 카톡, 인터넷 같은 거 사용할 때 버벅임",856175049,5
0,1,실제로 사용해보면 앱 여러 개 켜도 크게 버벅임,856778190,5
0,4,앱간에 이동이 불편하게 느껴졌습니다,856578704,5
0,3,스마트폰을 일상 기록용이나 영상 시청 중심으로,855642318,5
0,2,게임이든 영상이든 전혀 끊김,877455103,5
0,4,특히 잠금화면 하단 아이콘으로 카메라를 실행할 때 발생하는 심한 버퍼링은 찰나의 순간을 기록해야 하는 기기의 본질을 흐리게 만듭니다.,838941143,3
0,6,"A19 Pro 칩이 들어가면서 앱 실행 속도, 멀티태스킹, 게임 모두 끊김",869160765,4
0,2,"영상, 게임 → 버벅임 없음

✅",872962610,5
0,0,성능 면에서도 앱 실행 속도가 빠르고 여러 작업을 동시에 해도 버벅임,871670461,5
0,6,압도적인 A시리즈 칩셋: 최신 프로세서 탑재로 고사양 게임이나 영상 편집 등 무거운 작업도 끊김,849830602,5
0,3,"평소에 업무용 메신저, 메일, 금융 앱, 영상 시청을 많이 하는 편인데 하루 종일 써도 버벅임",840596904,5
0,4,앱 전환이나 멀티태스킹을 해도 버벅임,834319675,5
0,1,"여러 앱을 동시에 켜두고 왔다 갔다 해도
버벅임",820005528,5
0,1,여러 앱을 동시에 써도 버벅임,818948387,5
0,1,"메신저, 메일, 지도, 금융 앱, 회사 업무용 앱을 동시에 여러 개 켜도 끊김",815469455,5
0,5,진정한 앱등이는 매년 바꾸지 않는다.,812022013,5
0,-1,"앱 전환, 멀티태스킹, 고사양 게임까지 버벅임",811311691,5
0,1,"대학 과제 때문에 PDF, 강의 영상, 메모 앱을 동시에 켜두는 경우가 많은데도 끊김",811311691,5
0,1,앱을 여러 개 켜놓고 왔다 갔다 해도 끊김,800896425,5
0,-1,"앱 전환이나 인터넷 할 때 거의 딜레이가 없고, 게임도 끊김",799056918,5
0,2,게임이나 영상 편집할 때도 끊김,791286797,5
0,4,"앱 열 때 뚝딱, 사진 저장 순간, 게임도 버벅임",785280412,5
0,2,영상 통화나 스트리밍 중에도 끊김,772699345,5
0,2,게임이나 영상 편집 같은 고사양 작업도 버벅임,770054217,5
0,2,게임이나 영상 편집 같은 고사양 작업도 버벅임,768906147,5
0,0,"앱 실행 속도가 워낙 빠르고, 게임이나 영상 편집 같은 고사양 작업도 끊김",767412739,5
0,6,"성능
- A19 Pro 칩이라 그런지 앱 전환, 게임, 영상 편집까지 전부 버벅임",881011188,5
0,0,"앱 실행 속도나 화면 전환이 전반적으로 더 부드러워졌고, 여러 앱을 동시에 써도 버벅임",842897875,5
0,-1,특히 멀티태스킹이나 고사양 작업에서도 버벅임,867862985,5
0,6,"(A19 Pro 체감 확실) 앱 전환, 게임, 영상 편집까지 전부 끊김",881100562,5
0,0,"부드러운 성능 체감
앱 실행, 화면 전환, 멀티태스킹까지 전반적으로 매우 부드러워요. 고사양 게임이나 영상 편집 같은 작업도 버벅임",834540720,5
0,-1,무거운 앱을 사용해도 전혀 버벅임,841005789,5
0,-1,"앱 실행 속도, 멀티태스킹, 게임 플레이까지 끊김",834263855,5
0,-1,제가 영상 편집 앱도 가끔 쓰는데 전혀 버벅임,773354899,5
0,0,"앱 실행 속도가 빠르고, 다양한 작업을 동시에 진행해도 끊김",866040581,5
0,0,속도도 빠르고 앱 실행이나 카메라 사용할 때도 버벅임,858804669,5
0,1,해서 앱 여러 개 켜놓고 써도 버벅임,868210858,5
0,6,최신 A19 Pro 칩이 들어가서 그런지 게임이나 영상 편집 같은 작업도 끊김,856038745,5
0,4,앱 전환이나 카메라 실행할 때 버벅임,884214517,5
0,1,앱 여러 개 켜놓고 써도 끊김,811954882,5
0,-1,"2. 여전한 소프트웨어 버그 (셀룰러 사파리)
제일 짜증 나는 건 가격은 이렇게 비싸면서 고질적인 버그가 안 고쳐졌다는 거예요.",834269640,5
0,-1,5G나 LTE 등 셀룰러 모드에서 사파리를 켜면 가끔씩 먹통이 되거나 한참 뒤에 뜨는 증상이 여전합니다.,834269640,5
0,-1,"기기 문제는 아니고 소프트웨어 한계, 문제라고 함.",803205874,5
0,1,여러 앱을 동시에 띄워도 버벅임,830927680,5
0,-1,"성능 빠릿빠릿
앱 전환, 영상 편집, 게임까지 버벅임",849547558,5
0,4,앱 전환이나 무거운 작업을 할 때도 버벅임,824057348,5
1,1,박스가 다 구겨지고 뜯겨있음,820835950,1
1,1,얼마나 박스를 발로 밟았는지 던졌는지 다 찌그러져 있고 심지어 박스 밀봉도 심하게 뜯겨 있어서 내용물이 다 보이네요,820835950,1
1,-1,"심지어 아이폰 박스도 한면이 검게 떼타있음

뿐만 아니라 이런 고가 전자기기를 배송하는데 사전에 통화나 문자도 전혀 없었서 쿠팡앱 들어가서 사진 덩그러니 하나 있는거 보고 배송된줄 알았네요",820835950,1
1,0,너무너무너무너무 실망 스러워서 반품 시켜야 하나 고민 중인데 반품 해도 중간에 누가 인터셉트 해가진 않을까 너무 우려되네요,820835950,1
1,-1,이런 상태로 배송온 제품이 기기 결함이 없는게 더 이상할것 같아서 아이폰 매장가서 환불하거나 교환할 생각입니다,820835950,1
1,-1,이거 배송 업체 패널티 보상해주셔야 해요,820835950,1
1,-1,쿠팡에서 자급자제 아이폰 특히나 신형 구매하는것 엄청나게 후회하고 비추천합니다,820835950,1
1,-1,전자기기를 이렇게 포장하시면 어떡합니까  12프로도 쿠팡에서 구매했었고 이렇게까지 엉망으로 오진 않았는데 찌그러진 박스에 뽁뽁이 하나 안감싸진 아이폰 상자보고 너무 어이없었네요..........,770511123,1
1,-1,알아보니 몇년전부터 포장이 엉망인 상태로 배송되고 있는거 같은데 이거 개선하지 않으면 안될듯하네요,770511123,1
1,-1,처음에 뽑기를 잘 못했나 고장인가 반품할까 몇주를 고민했어요,864032593,1
1,-1,"그럼에도 반품 안하고 그냥 쓰는 이유는 반품 교환하는 시간도
아깝고 카메라 고질병은 어떤걸 받아도 똑같을것 같아서이지",864032593,1
1,3,"진짜 문제는 쿠팡 배송
130만원 짜리 제품
배송 상태좀 보세요",769978945,1
1,1,"광고만 할게 아니라
제대로 해야지",769978945,1
1,-1,근데 포장이 맘에 들어서 넘어감,787402789,1
1,1,깨지기 쉬운제품을 뾱뾱이도 안해주고 박스에 덜렁 저렇게만 옴..,770776129,1
1,1,어떤분들은 뾱뾱이 포장 잘되서 왔는데 제껀 왜 이리 온건지..;,770776129,1
1,0,품절이라 교환도 안되고 반품만 된다고 하네요..,770776129,1
1,-1,10월15일날에 오는건데 갑자기 오늘온다는게 이유가 있었네요..;,770776129,1
1,-1,누가 반품한거 가져와서 파손주의 스티커만 달랑 붙혀서 배송시,770776129,1
1,1,같은 집에서 동생이랑 같이 시켰는데 동생은 풍선에 취급주의라고 써져 왔고 제꺼는 뽁뽁이도 없고 박스도 찌그러지고 대충 포장돼서 왔네요,874707119,1
1,-1,첫 주문이고 공홈보다 싸서 주문한건데 다음부터는 전자기기 쿠팡에서 주문할 일 없습니다,874707119,1
1,-1,"랄 낫다 배송이야 바쁘고 물건 많아 그렇다 치는데
와우?",848774520,1
1,2,핸드폰을 아무런 완충없이 달랑보내?,848774520,1
1,-1,"반품해주니까 저 야랄인가 ㅋㅋㅋㅋ 
왠만하면 쓰겠는데 어떻게 하면 저렇게 박스가 으그러질까!?",848774520,1
1,-1,근데 배송이 이 모든 장점을 다 망쳤네요,833358215,1
1,1,뽁뽁이(완충제)도 안싸여서 오고 무슨 장난감 산거마냥 던져주는거 같아 기분 나쁩니다,833358215,1
1,3,"쓰레기폰 패닉풀 현상 나타나서 교환 요청
쿠팡측 기사가 와서 새폰 배송하고 또 와서 회수",787010478,1
1,2,난 새폰을 받은 적도 회수품을 내놓은 적도 없는데 교환 완료 떠있음,787010478,1
1,0,"황당
10분 전에 가져갔다고 떠서 다시 가져와달라고 문의 넣으니 기사 연락처는 모르기때문에 불가능하다고 기다리라함",787010478,1
1,2,"폰만 보면 별점 5점인데
포장상태를 보면 별점 1점도 아까워요",817500901,1
1,2,"하마텨면 분실 될뻔 했을정도로
박스가 파손되어 왔고
안에 폰 포장도 너무 성의 없게 되어 있네요",817500901,1
1,2,"130만원이나 주고 산 폰을 이렇게 받으니
어이가 없네요",817500901,1
1,0,알리에서 사도 이렇게 배송은 안 와요,770391402,1
1,-1,"뭔 뽁뽁이 하나 없이 개 허접하고 얇은 조그만 박스에
넣어서 보내는거지ㅋㅋㅋ",770391402,1
1,-1,"백만원 넘는 전자기기를 이렇게 배송하는 곳은
처음 봄.",770391402,1
1,-1,"개선이 필요함
그리고, 최악은 어슈어런트코리아 쓰던폰 보상판매는 절대하면안됨, 휴댜",812780766,1
1,2,폰 가격 책정도 엉망이고 취소 시 반품해줄때 포장도 허술하개 해줘서 폰에 생활기스 추가되어 반품옴,812780766,1
1,1,돌덩이 보내는 것도 아니고 130만원 짜리를 포장도 하나도 안 하고 덜렁 박스에 보내는 게 맞는건가요? ㅎㅎㅎㅎ,787095686,1
1,-1,다신 쿠팡으로 안 시킵니다.,787095686,1
1,-1,배송 최악 최악 최악 입니다.,856191094,1
1,1,150만원되는 전자기계를 뽁뽁이도 제대로 안된 상태로 배송하는게 소비자 기만 아닙니까?,856191094,1
1,0,"파손되어있으면 교환해줄게, 환불해줄게, 그게 무슨 뚱딴지 같은 논리입니까?",856191094,1
1,3,진짜 유통 1등 대기업이면 뭐합니까?,856191094,1
1,0,"고객 서비스가 이모양인데.
작년부터 계속 언급되던 포장 문제는 개선할 생각이 없나보네요?",856191094,1
1,-1,"소비자불편이 이렇게 높으면, 저 같으면 돈을 더 써서라도 인원을 투입하고 제대로 포장하고 바꾸겠습니다.",856191094,1
1,-1,개인 사업자분들도 포장할때 이렇게는 안합니다.,856191094,1
1,0,소비자 기만 언제까지 계속 하실건가요?,856191094,1
1,3,쿠팡캐시 쿠팡캐시 11월26일구매했는데 쿠팡캐시 적립안되서 고센에전화하니까 자기들책임아니라고 전화만 10통넘게했다,817383625,1
1,0,그럼 누구한테전화해야되냐???,817383625,1
1,0,"준다고하질말던가~~~
12월16일 서로 모른다고 떠넘김~",817383625,1
1,0,난 누구한테 말해야돠냐!!!!,817383625,1
1,1,"이따위로옴..진품or가품인지식별해야함,IMEI노출됬나",786867311,1
1,0,반품하고 다시 구매하고 싶어요,873278721,1
1,-1,배송꼬라지 진찌 개열받네요 ㅋㅋ,816606464,1
1,-1,과자한봉지 시킨것보다 못하게 왔네 ㅋㅋㅋ,816606464,1
1,-1,캐시백 금액이 작아서 놀랬 ..,791902107,1
1,-1,다른사람은 뾱뾱이 한장이라도 감싸서왔지,770463215,1
1,3,배송 최악이긴하다 핸드폰 쿠팡은 핸드폰 담긴 케이스 더럽고 스크래치나있습미다,791337099,1
1,2,"배송이 레전드네 박스에 휴대폰하나만 덜렁 ㅋㅋㅋㅋㅋ 박스 모서리 다 구겨져있고
완충제하나를 안 처넣는 상식이 신기함",796350117,1
1,1,한두푼하는상품도아닌데 막그냥성의없이포장해서 ㅠㅠㅠㅠ,807252588,1
1,1,뽁뽁이 하나 없이 박스는 찌그러져 배송 왔는데 심각하네요.. ㅎ,776331124,1
1,-1,배송완료라고 떠서 설레는 마음으로 열었더니 상품을 넣어주지도 않고 배송 보내셨네요 .,848452340,1
1,1,고가 제품일수록 확인 제대로 하고 넣어주셨으면 좋았을텐데요 ㅠ,848452340,1
1,0,연휴라 환불도 오래걸리고 담당자 확인도 오래걸린다고 하시고 아쉽네요 .,848452340,1
1,0,끝까지 환불 처리 제대로 해주시고 다음엔 제대로 확인 좀 해주세요,848452340,1
1,3,쿠팡에서 예전에도 자급제 주문해서 썼다가 만족해서 이번에도 산건데 갈수록 퇴화 하시네요~,858355513,1
1,2,고가의 휴대폰 포장이 이게 뭡니까?,857200376,1
1,2,같이 주문한 오빠의 블랙 휴대폰은 보호비닐로 감싸져라도 왔던데 ~ 박스에 취급주의 스티커도 붙여놓았던데 이폰은 작은박스 달랑 취급주의도 없고 부실하기 짝이 없네~~,857200376,1
1,0,"쓰레기 보냈나 ~~ 
반품할까 생각중 ~~ 
사용할 맛이 안나네 ~~  
판매하는데만 급급하지말자 ~~
돈독만 올라가지고 !",857200376,1
1,-1,찝찝함은 있는데 개통해서 그냥 씁니다,852915416,1
1,-1,뽁뽁이 하나없이 집앞에 던져놓고 갑니다 .,832485017,1
1,-1,"배송빠름
하지만 박스를 얼마나 던져된건지 감도 안옴",868448851,1
1,-1,"나름 고가라고 생각해서 꺼내봤더니
약간 두꺼운 완충제하나로만 포장되어있음
그럴일은 없겠지만 제품 이상있을시
바로 환불하고 재구매는 절대 없음",868448851,1
1,1,박스에 덩그러니 15만원도 아니고 150만원짜리 에어캡 하나 해주는게 그리 아까운지???????,854931987,1
1,-1,덜렁 이거 하나만 들어가있음,857290265,1
1,1,박스랑 뽁뽁이 값이 160만원이네요,858190937,1
1,1,박스안에 뽁뽁이만 넣고 배송도 하고 뽁뽁이가 금값보다 비싸네요,858190937,1
1,-1,100만원 넘는 전자기기가 뽁뽁이도 없이 덜렁 상자에 담겨서 왔음.,862838782,1
1,0,교환하면서 더 하자있는거 올 까봐 무서우니 눈가리고 아웅해볼게요...,877334100,1
1,2,박스 집앞에 도착해서 드는순간 핸드폰 박스가 박스에 부딪히는 소리가 납니다,835878000,2
1,-1,포장 열자마자 저렇게 부실하게 포장이 되어있네요,835878000,2
1,-1,겉에 바람들어간 비닐이라도 포장시 겉돌지않게 테이핑이라고 해주셨다면 좋았을걸 ….,835878000,2
1,-1,그래도 120만원이 넘는 제품인ㄷ 너무 대충오네요,835878000,2
1,-1,택배박스 뜯자마자 너무 불쾌했어요,835878000,2
1,-1,외관 하자가 유독 많은 모델인건지 ㅜㅜ 그리고 쿠팡 배송은 포장이 너무 램덤이네여서 참 ...,800168698,2
1,0,고객센터 문의도 해봤지만 의미 없었습니다 ㅜㅜ,800168698,2
1,2,뽁뽁이 하나도 없이 상자에 아이폰만 딸랑 들어서 던져진채로 문앞에 배송와있네요 ㅡㅡ,797173471,2
1,-1,그리고 26일날 온다고 했는데 갑자기 오늘 와있네요;;;;,797173471,2
1,1,충격방지제 같은거좀 넣어주세요,855006915,2
1,2,박스안에 폰만 덩그러니 왓네요,855006915,2
1,1,"근데 왜 본품박스에 오염물이 묻은건지, 궁금하네요.",779174996,3
1,-1,"뜯은흔적은 없어서 사용은 하지만, 포장할때 떨어뜨린건지 알수가 없네요.",779174996,3
1,-1,같은날 예정이던 다른 분들 14일쯤 받았다고 리뷰 올라오는데 계속 안와서 기다리다 목 빠지는줄 알았어요,783000612,3
1,1,그래도 겉 박스에 찌그러짐이랑 오염은 있긴했어요,783000612,3
1,-1,후기 보니까 뾱뾱이 없는 분들 많아서 나듀 설마했더니..,775666977,3
1,1,취급주의 스티커만 붙혀주시면 뭐하냐구요 ㅠㅠ,775666977,3
1,-1,3주정도 눈빠지게 기다리다가 배송예정일 당겨져서 좋았는데 열자마자 기분이 많이 안 좋네요.,775666977,3
1,2,제품은 좋지만 배송 상태 최악 기스 예정 날짜보다 빨리와서 감사했으나 뽁뽁이 한 장 없이 덜렁 박스에 와서 아이폰 박스 모서리가 깨져서 왔습니다.,775651181,3
1,-1,액정쪽 기스가 아니니 그냥 쓰지만 나름 고가의 제품인데 배송 상태가 정말 별로입니다.ㅎ,775651181,3
1,2,폰자체는 만족스럽지만 박스 무슨일인가요 ㅎ,791403312,3
1,-1,까맣게 더러워져서 왔어요..,791403312,3
1,1,뽁뽁이 하나 없이 상자만 덜렁 있어서 당황했네요ㅠ,835713163,3
1,1,출고(OB) 포장 개선해야 합니다.,776258737,3
1,-1,박스만 덩그러니 있고 이게 뭡니까.,776258737,3
1,1,뽁뽁이며 에어캡이며 전혀 없고 박스도 망가져있고 많이 아쉽습니다.,776258737,3
1,3,쿠팡 아이폰 포장 왜이래요 .,770015072,3
1,2,딸랑 핸드폰 박스 하나만 폰박스 딸랑 하나만 있어서 개당황 레전드 … 이상은 없는 거 같아 그^••^냥쓰는데고 가물품 을이렇게배송 해도되 는건지. .,770015072,3
1,-1,새 제품이라 기대했는데 이런 부분이 있어 조금 아쉽네요,878042372,3
1,1,크기 전부 만족하나 불량 상품..,845608840,4
1,-1,이게 제품 자체의 문제인건지..,845608840,4
1,3,쿠팡상품의 한계인건지 애매한데요,845608840,4
1,3,"그래서 안되겠다 싶어서 교환 신청을 했는데
쿠팡 측에서 교환 신청기간 1일 지났는데도 교환 해주셨어요ㅠㅠ",845608840,4
1,-1,"배송 상태
되게 안 좋습니다.",781693722,4
1,-1,뾱뾱이 하나 감싸서 배송해준 적이 단 한 번도 없습니다.,781693722,4
